,r_cnn_proba,colab_cnn_proba,gnb_pixels_proba,gnb_pixels_predictions,gnb_hog_proba,gnb_hog_predictions,log_reg_pixels_proba,log_reg_pixels_predictions,log_reg_hog_proba,log_reg_hog_predictions,ground_truth
108,0.092119604,1.2695789e-05,4.082331735410114e-136,0,3.519753259162165e-43,0,0.5088337203294689,1,0.2991156346367986,0,0
109,0.9998662,1.0,1.4732877284943458e-105,0,1.0,1,0.405145518745736,0,0.92995696393579,1,1
110,0.9977635,1.0,1.0,1,7.713242174860339e-23,0,0.3578400362595354,0,0.5940537508744269,1,1
111,0.6863947,0.7016328,2.8219256667150124e-177,0,3.234777522760069e-47,0,0.28653971830662606,0,0.1961921560820863,0,1
112,0.9382462,1.0,8.893902037264813e-160,0,1.0,1,0.41653656349254065,0,0.7524371210139503,1,1
113,0.9383004,0.99999994,1.0,1,1.0,1,0.859195656855419,1,0.9334650426328118,1,1
114,0.9889088,1.0,1.0,1,2.2723030557248607e-38,0,0.5378774080971589,1,0.3088830466845817,0,1
115,0.984102,1.0,3.1319059874912424e-194,0,1.0,1,0.3318689799797348,0,0.9277515951653524,1,1
116,0.1680845,0.040672958,1.0,1,1.0,1,0.5861810179740304,1,0.509659270363875,1,0
117,0.5388386,0.00041741133,1.1399668194379642e-76,0,2.5376356967704695e-28,0,0.21265870967770883,0,0.18154582408753187,0,0
118,0.10493848,0.98097634,2.6208889392742083e-136,0,0.8083660306297645,1,0.6802936530493539,1,0.5992085572463242,1,0
119,0.9983983,1.0,7.10802357642684e-170,0,9.11170545593473e-35,0,0.6754554428202599,1,0.623688919387127,1,1
120,0.06734842,1.6093254e-06,1.243107144784573e-190,0,3.7628850343335887e-41,0,0.2501854154403855,0,0.4677137547554059,0,0
121,0.037633717,0.00023385882,7.779105965554374e-185,0,4.497267096523537e-46,0,0.1068853394492423,0,0.07866009226379714,0,0
122,0.022028744,0.019197345,4.723531200068212e-127,0,2.506978849093749e-25,0,0.48091953355989403,0,0.32774596689031427,0,0
123,0.057011217,9.936094e-05,1.9101154015833718e-147,0,1.0207051122591648e-28,0,0.6404801596057045,1,0.5185149038276365,1,0
124,0.04927191,1.7881393e-07,1.0,1,3.408281307750247e-05,0,0.9287041972862895,1,0.38241578021381445,0,0
125,0.96676946,1.0,5.71477606110301e-107,0,1.0,1,0.4713951748771137,0,0.9024295977629854,1,1
126,0.99501693,1.0,1.0,1,0.00021797341782254324,0,0.7286413655416213,1,0.715543067314777,1,1
127,0.076820314,0.24521968,1.0,1,1.1301879355505244e-12,0,0.6442243999939593,1,0.33166092751118764,0,0
128,0.8548994,1.7881393e-07,1.0,1,1.0,1,0.2580834232013766,0,0.9718450085324956,1,1
129,0.99999994,1.0,1.5387349338916832e-123,0,0.0005469721778404174,0,0.7348671125256826,1,0.4223987821332715,0,1
130,0.04235652,5.8084726e-05,4.15312442430825e-199,0,1.244124562472792e-25,0,0.3726525285143293,0,0.2195855065847008,0,0
131,0.053646207,0.0,1.0,1,0.9707302125736103,1,0.5511955243470681,1,0.36371179314741087,0,0
132,0.9999988,1.0,1.0,1,0.9986632166547891,1,0.18278525669626575,0,0.6445645596177483,1,1
133,1.0,1.0,1.1736664994740623e-65,0,0.9970262564584835,1,0.7104728065749385,1,0.7859940426207912,1,1
134,0.999979,1.0,1.0,1,1.0,1,0.730825528809955,1,0.8811843449012536,1,1
135,0.9815877,0.9999209,2.8236642236032866e-164,0,2.7083400458240972e-14,0,0.39081589475610595,0,0.6614681673825273,1,1
136,0.9947069,1.0,5.02142732659486e-115,0,1.866636085817813e-14,0,0.421414358475904,0,0.6098181472072136,1,1
137,0.999948,1.0,4.59805226572688e-145,0,0.39228349302050725,0,0.6521812240717845,1,0.7942374005970302,1,1
138,0.47560412,0.0,1.0,1,1.0,1,0.9195942200516329,1,0.8702769544467156,1,0
139,0.07262194,0.00037106872,1.0,1,1.539055787782205e-44,0,0.8792659318557586,1,0.30111628505878874,0,0
140,0.11259952,0.003338039,1.0,1,1.0,1,0.7449243560578871,1,0.8180034901194445,1,0
141,0.42944893,0.9990934,8.272682257078388e-160,0,5.948921334865117e-36,0,0.45830962032357625,0,0.4698260963419592,0,1
142,0.1007328,0.01084131,1.0,1,1.0,1,0.16151376076232798,0,0.4841009089671781,0,0
143,0.093967915,2.682209e-06,2.0930686233469968e-11,0,9.570919373910603e-42,0,0.4214920279478359,0,0.22663413721538067,0,0
144,0.053249627,4.476309e-05,2.069297529769283e-77,0,3.314880546452916e-56,0,0.5748974689228152,1,0.12397557718860797,0,0
145,0.9999999,1.0,4.939689212249563e-91,0,5.427683046518475e-19,0,0.611291997466186,1,0.8309544812647593,1,1
146,0.7512145,0.42448217,1.3760662639630154e-152,0,0.9999999810997908,1,0.49590405549757716,0,0.8363767582933007,1,1
147,0.02844283,0.00020858645,2.469018309319218e-201,0,4.5622658327896217e-41,0,0.4135111802854233,0,0.2568459916024387,0,0
148,0.37668717,0.0002837479,1.0,1,1.0,1,0.172982887264458,0,0.8120937359720994,1,1
149,0.050216377,0.00010159612,1.0,1,1.0,1,0.5796746533991061,1,0.7284061831365489,1,0
150,0.018034518,0.0035946667,2.561399339488697e-160,0,1.5340066959761745e-26,0,0.10459367443211504,0,0.19012605295653995,0,0
151,0.9536414,1.0,1.0,1,1.0,1,0.24567683562226908,0,0.8665304024140533,1,1
152,0.047910064,0.00016635656,2.2003586792189944e-214,0,5.0949267738515117e-45,0,0.36246882562074073,0,0.4371048556557032,0,0
153,0.022928178,0.14124691,2.8718282262038524e-243,0,1.7930566618521928e-22,0,0.1747384035417186,0,0.15050912426785906,0,0
154,0.9994987,1.0,1.0,1,1.0,1,0.6942587137868668,1,0.8854288840459158,1,1
155,0.99999475,1.0,1.8802105217813735e-152,0,1.0,1,0.5488042576914179,1,0.8894251183007758,1,1
156,0.7044122,1.0,6.967048848648007e-166,0,2.1465094195043214e-43,0,0.31662728906109566,0,0.3046621116664541,0,1
157,0.9862803,1.0,6.346795764813593e-27,0,1.0,1,0.5348810494290572,1,0.6578224573509523,1,1
158,0.9873905,1.0,1.0,1,0.9999999977312655,1,0.8739106168590703,1,0.4080959743820374,0,1
159,0.063613445,8.195639e-06,1.5786231131406854e-87,0,2.9431602857467174e-45,0,0.7540908132455841,1,0.22621198481492608,0,0
160,0.069555104,0.0,1.3366668480013071e-101,0,2.423311895433295e-56,0,0.3095618938968385,0,0.13665411615504197,0,0
161,0.35692707,0.7772213,5.411733008308201e-65,0,3.2622845274723157e-09,0,0.7096757015704835,1,0.6473469125025084,1,1
162,0.9698421,1.0,6.606707666123853e-60,0,0.9999999999140528,1,0.8679027181400883,1,0.7815153644712889,1,1
163,0.99999994,1.0,1.0,1,1.0,1,0.4878822451240946,0,0.9369770726563884,1,1
164,0.126088,0.0009126663,8.687813570299101e-37,0,1.7489846878248405e-27,0,0.8894407434286837,1,0.120881496513378,0,0
165,0.05818847,5.9604645e-08,5.1333374621560074e-45,0,1.8459477518350912e-34,0,0.7360987030376742,1,0.5955863371359583,1,0
166,0.02899167,5.90086e-06,0.02296505397654326,0,7.406286493047165e-40,0,0.3343966143171177,0,0.1806091055847575,0,0
167,0.58175397,9.298325e-06,1.0,1,1.0,1,0.03469294959178306,0,0.4556282349830861,0,1
168,0.9993867,1.0,1.0,1,1.0,1,0.682816238215478,1,0.7315915052072941,1,1
169,0.028837234,9.924173e-06,1.9002808762595135e-212,0,1.0305127024063676e-52,0,0.3734272270511221,0,0.14705679143463993,0,0
170,0.9999965,1.0,1.0,1,1.0,1,0.5124456273033072,1,0.39088163193859143,0,1
171,0.98841476,1.0,1.3625226922644271e-42,0,6.534270452895226e-23,0,0.7440583899312008,1,0.5990934177543824,1,1
172,0.13169906,0.0,1.0,1,1.0,1,0.4142201575958257,0,0.6493110781513984,1,0
173,0.052354038,0.00028783083,2.2158699880130245e-215,0,1.9815838712474581e-32,0,0.034816770472593524,0,0.7020469102762769,1,0
174,0.9986996,1.0,1.9301578157438316e-163,0,0.8316514451797006,1,0.723548605080879,1,0.5849558704227341,1,1
175,0.0401977,2.2053719e-06,1.666171866311616e-234,0,9.91518722403118e-52,0,0.23389150634061454,0,0.09338812841929223,0,0
176,0.18320528,0.00043594837,1.0,1,0.9999999802116692,1,0.4622209307575482,0,0.11414701930501267,0,0
177,0.99928707,1.0,1.7186127325828835e-149,0,2.106883086796526e-37,0,0.2531888608291705,0,0.28235806220915566,0,1
178,0.028331399,0.0,1.096070700411289e-211,0,2.0642991678610982e-41,0,0.29250398734144284,0,0.1951891161267872,0,0
179,0.15363717,7.1167946e-05,1.0,1,1.0,1,0.7808158931858861,1,0.5805651925494468,1,1
180,0.04860899,1.9669533e-06,1.0,1,0.3702431094229144,0,0.23224806682088486,0,0.08549551394655966,0,0
181,0.99864674,1.0,7.537413835138389e-131,0,7.160383787693503e-27,0,0.2247901805460669,0,0.3891331926543659,0,1
182,0.020620406,0.00027519464,2.0822118321829238e-246,0,6.443336682140011e-42,0,0.21037205273644885,0,0.26088363592368224,0,0
183,0.99979186,1.0,1.0,1,1.0,1,0.5607538374038795,1,0.9277033143768547,1,1
184,0.9941182,1.0,8.181421855453569e-49,0,1.0,1,0.9068709679166833,1,0.7980827796667903,1,1
185,0.03738907,9.202957e-05,3.7773626884160168e-211,0,4.093699130721163e-35,0,0.1863208928780334,0,0.14308652242086078,0,0
186,0.9824195,1.0,1.457566521668488e-107,0,0.9999833041235865,1,0.43579122692674677,0,0.6333511934897716,1,1
187,0.08277446,0.122493476,5.075534183061176e-171,0,4.098573617759072e-28,0,0.3082569252953678,0,0.2116009245760313,0,0
188,0.039739937,5.13494e-05,1.417786364810075e-234,0,7.568307822227143e-51,0,0.41748249021880807,0,0.18128611163019756,0,0
189,0.050447166,0.0111810565,7.791033099872354e-182,0,9.826496375166263e-25,0,0.30249110200761475,0,0.2830021825643033,0,0
190,0.017151415,1.4275312e-05,6.907750984214501e-192,0,8.7513794859395e-51,0,0.4007581046252495,0,0.10285706709645868,0,0
191,0.07887164,0.0017417669,1.0697667692458883e-180,0,8.168831605165093e-42,0,0.41074369685797385,0,0.5485293195906371,1,0
192,0.054303437,6.28829e-06,1.0,1,3.394010999238799e-51,0,0.6658974704858661,1,0.14659125081593555,0,0
193,0.16628197,0.99652094,7.226972542173833e-74,0,0.9999999988381205,1,0.6250338571665318,1,0.6595349921173359,1,0
194,0.9992607,1.0,0.999999999578904,1,0.9999999999990905,1,0.7442403430627145,1,0.8456881917545339,1,1
195,0.9992912,1.0,1.0,1,7.570974166620638e-29,0,0.7508288746515224,1,0.41359357928903356,0,1
196,0.94533205,0.9998654,1.1783054133645044e-81,0,5.245446718081644e-20,0,0.6831154011826684,1,0.7137939992245214,1,1
197,0.9893905,0.99957937,2.9933745569074335e-201,0,3.7752163265570376e-16,0,0.21417279382711907,0,0.5480462760593958,1,1
198,0.13367799,7.0631504e-05,1.0,1,1.0,1,0.6073668593572127,1,0.8438533377859766,1,0
199,0.02581042,0.00059202313,1.0,1,1.0,1,0.8112529229891609,1,0.27646820678449263,0,0
200,0.05639717,1.7851591e-05,1.6294864512549396e-90,0,6.999829798098219e-28,0,0.5505962180034444,1,0.40825702450096135,0,0
201,0.0659996,0.0046553016,3.5748245595365456e-119,0,3.128482807201209e-44,0,0.3683778636872811,0,0.3114326761480019,0,0
202,0.02491799,4.5269728e-05,1.4000186473127442e-219,0,6.815698615920951e-52,0,0.33532459362799577,0,0.1335765042085594,0,0
203,0.028551966,1.4007092e-06,9.122018154749353e-196,0,7.748967201269081e-45,0,0.23235454141232553,0,0.19167518895736566,0,0
204,0.04083082,1.5079975e-05,5.071489388486524e-200,0,2.1295630931453553e-39,0,0.2924343257536978,0,0.25448496389814945,0,0
205,0.992839,1.0,4.160167335357135e-215,0,8.917436077553398e-48,0,0.2724269650838431,0,0.32266741429817714,0,1
206,0.05959657,0.0013619065,3.508075699160804e-131,0,8.741704397713886e-43,0,0.8220751366152369,1,0.40497488804581283,0,0
207,0.8903544,1.0,1.0,1,0.9989624382394523,1,0.6536978458752797,1,0.4977345311198417,0,1
208,0.027629614,0.02516225,8.332076299838872e-106,0,2.375223120424117e-43,0,0.4920569293554474,0,0.29640976039903355,0,0
209,0.018365234,0.13743776,0.9999874702512529,1,1.0,1,0.54698431718238,1,0.5374640251992245,1,1
210,0.025357753,0.0005224645,3.563866123449057e-133,0,3.3511625794355157e-41,0,0.39307562342569985,0,0.4601236234201754,0,0
211,0.15778968,7.918477e-05,1.0,1,6.939814441631386e-18,0,0.8125857608798714,1,0.7856917484524341,1,1
212,0.30632162,0.7321485,1.0,1,1.0,1,0.8170307760883315,1,0.4170294764857188,0,0
213,0.039807588,0.0006451309,3.339809133391479e-211,0,1.0578540292893396e-59,0,0.37339429535783325,0,0.08464201751170047,0,0
214,0.96091086,0.99999624,7.94445001700023e-126,0,3.950544795790696e-11,0,0.4011227913179842,0,0.6854400470554818,1,1
215,0.9722733,0.9990387,1.7202815474009155e-155,0,0.9810796720527203,1,0.5124231181924903,1,0.7961127788369262,1,1
216,0.08535293,0.0,1.0,1,1.0,1,0.5425417229468401,1,0.6023958851055327,1,0
217,0.030900508,0.0011178851,1.0,1,2.308038842625292e-05,0,0.920275209669848,1,0.7124803984115915,1,0
218,0.9975991,1.0,1.0,1,9.454215105671e-11,0,0.5855131754501074,1,0.6456337656848775,1,1
219,0.9332768,1.0,1.0,1,1.0,1,0.7009049278761624,1,0.7406349261570215,1,1
220,0.9974052,1.0,6.850478443869633e-52,0,5.117504073442554e-20,0,0.8556453785389545,1,0.6877107471643741,1,1
221,0.9866633,1.0,1.0,1,1.0,1,0.7975031091840205,1,0.5822747975143185,1,1
222,0.051425844,5.9604645e-08,1.0659239970438188e-136,0,6.719774169529045e-37,0,0.5159084690986468,1,0.44742869114025663,0,0
223,0.03880477,1.6093254e-06,3.3087265526297588e-87,0,4.62324421745618e-33,0,0.4492402655245551,0,0.3489040003378958,0,0
224,0.26360172,0.4710591,1.0,1,1.0,1,0.6105235527859995,1,0.7334089209415352,1,0
225,0.10173604,0.00027880073,2.6815716518407503e-166,0,7.115220645844402e-36,0,0.25678335374479366,0,0.2992888012731105,0,0
226,0.9774815,1.7881393e-07,1.0,1,1.0,1,0.9165602145045642,1,0.780049293666393,1,0
227,0.9865716,0.9999933,2.317350841890555e-187,0,7.850194338999345e-37,0,0.5877721048840511,1,0.16071266973963005,0,1
228,0.13640866,1.013279e-06,5.951550658623536e-190,0,2.1363329072148683e-35,0,0.6661543617596102,1,0.29052871821692944,0,0
229,1.0,1.0,1.0,1,1.0,1,0.6753693422186867,1,0.943498643175094,1,1
